id,createdDate,modifiedDate,latitude,longitude,gymAddress,gymName
158,2025-08-10T20:06:45.470702,2025-08-10T20:06:45.470702,37.4858560926799,127.013451848431,서울특별시 서초구 반포대로14길 42", 오영빌딩 3층 (서초동),엠퍼스널트레이닝서초
159,2025-08-10T20:06:45.473414,2025-08-10T20:06:45.473414,37.4997579512068,126.998701396069,서울특별시 서초구 사평대로26길 8", 포레 933빌딩 4층 (반포동),발리휘트니스(BALI Fitness)
160,2025-08-10T20:06:45.476049,2025-08-10T20:06:45.476049,37.4952764993945,127.01808528391,서울특별시 서초구 서초대로 335", 서흥빌딩 5층 (서초동),피트니스솔루션
161,2025-08-10T20:06:45.477674,2025-08-10T20:06:45.477674,37.4715529486838,127.045043136958,서울특별시 서초구 동산로12길 4", 유성빌딩 지하1층 (양재동),퍼스트짐
162,2025-08-10T20:06:45.479110,2025-08-10T20:06:45.479110,37.4859515294058,127.011561022005,서울특별시 서초구 반포대로 58", 상가동 지하1~2층 (서초동", 서초아트자이),골드에스 휘트니스", 필라테스 서초점
163,2025-08-10T20:06:45.481437,2025-08-10T20:06:45.481437,37.4978942178405,126.998544916703,서울특별시 서초구 서래로 32", 백림제2빌딩 3층 (반포동),베스트 오브 벨리
164,2025-08-10T20:06:45.483809,2025-08-10T20:06:45.483809,37.5162644800171,127.010063540612,서울특별시 서초구 잠원로 148", 4층 402호 (잠원동", 잠원연합상가),클럽몬스터(CLUB MONSTER)
165,2025-08-10T20:06:45.487876,2025-08-10T20:06:45.487876,37.4942200198785,127.01657607757,서울특별시 서초구 서초대로 320", 하림인터내셔날빌딩 지하2층 (서초동),(주)에이블짐 교대역점
166,2025-08-10T20:06:45.491117,2025-08-10T20:06:45.491117,37.4830312576202,127.036163193656,서울특별시 서초구 강남대로 210", 행복빌딩 지하1",2층 (양재동),오늘하루운동
167,2025-08-10T20:06:45.493261,2025-08-10T20:06:45.493261,37.4882042352866,127.028895394529,서울특별시 서초구 강남대로47길 52", 지하1층 (서초동),온더피티스튜디오 서초점
168,2025-08-10T20:06:45.494907,2025-08-10T20:06:45.494907,37.4936435887032,127.019323116547,서울특별시 서초구 사임당로17길 123", 맥스빌딩 (서초동),박PT
169,2025-08-10T20:06:45.495992,2025-08-10T20:06:45.495992,37.4928727432965,127.012979871645,서울특별시 서초구 반포대로30길 81", 웅진타워 (서초동),올데이핏(Allday Fit)
170,2025-08-10T20:06:45.497595,2025-08-10T20:06:45.497595,37.4980053958067,126.998105573052,서울특별시 서초구 서래로 31", 2층 (반포동),히스토리
171,2025-08-10T20:06:45.500404,2025-08-10T20:06:45.500404,37.4911711387954,127.022363779966,서울특별시 서초구 사임당로 115", B209호 (서초동),러브유어바디 피티 스튜디오
172,2025-08-10T20:06:45.504243,2025-08-10T20:06:45.504243,37.4696162017367,127.025921741939,서울특별시 서초구 바우뫼로6길 16", 2층 (우면동),운동하는날
173,2025-08-10T20:06:45.506530,2025-08-10T20:06:45.506530,37.4950034213239,127.015423378849,서울특별시 서초구 서초중앙로24길 17", 베아따빌딩본관 지층 (서초동),바른핏 PT & 필라테스
174,2025-08-10T20:06:45.508184,2025-08-10T20:06:45.508184,37.4947989581217,127.02860980273,서울특별시 서초구 강남대로 359", 대우도씨에빛2 3층 311",312호 (서초동),바디스펙트럼
175,2025-08-10T20:06:47.823061,2025-08-10T20:06:47.823061,37.4960391685763,127.014392947489,서울특별시 서초구 서초대로53길 21", 202호 (서초동),리버스바디
176,2025-08-10T20:06:47.826437,2025-08-10T20:06:47.826437,37.4832782887127,126.996121212244,서울특별시 서초구 방배로 103", 서리풀타워 지하1층 (방배동),(주)빅브로짐 방배점
177,2025-08-10T20:06:47.828617,2025-08-10T20:06:47.828617,37.4935124923204,126.989142752366,서울특별시 서초구 방배로37길 11", 삼호회관 지하1층 (방배동),바디녹스짐
178,2025-08-10T20:06:47.830880,2025-08-10T20:06:47.830880,37.4841105552808,126.996273694804,서울특별시 서초구 방배로 110", 하나은행 지하층 102호 (방배동),렛츠피티
179,2025-08-10T20:06:47.833177,2025-08-10T20:06:47.833177,37.5081263886404,127.011497032246,서울특별시 서초구 신반포로 지하 241", 반포역 지하1층 733-111(일부)호 (잠원동),스포니스 반포점
180,2025-08-10T20:06:47.835337,2025-08-10T20:06:47.835337,37.4962944373973,126.985719295966,서울특별시 서초구 방배중앙로 196", 후생시설 지하1호 (방배동),리커버리 퍼스널 트레이닝 센터
181,2025-08-10T20:06:47.839274,2025-08-10T20:06:47.839274,37.49272886702,127.028349723754,서울특별시 서초구 사임당로 171", EWR빌딩 지하1층 (서초동),아크피티스튜디오
182,2025-08-10T20:06:47.842068,2025-08-10T20:06:47.842068,37.4875039950758,126.988735323414,서울특별시 서초구 방배중앙로 91", 석호빌딩 지하1층 (방배동),PT Lab Bangbae
183,2025-08-10T20:06:47.844409,2025-08-10T20:06:47.844409,37.4950975274245,127.019422098841,서울특별시 서초구 서초대로 346", 지하1층 102호 (서초동", 서초동 동아빌라트),다이아몬드짐 헬스
184,2025-08-10T20:06:47.846586,2025-08-10T20:06:47.846586,37.5074448623,127.02177677709,서울특별시 서초구 강남대로85길 16", 1층 (반포동),반포휘트니스사우나
185,2025-08-10T20:06:47.849500,2025-08-10T20:06:47.849500,37.4933212301559,127.014805731667,서울특별시 서초구 서초중앙로22길 17", 지하1층 (서초동),교대역점 스포애니(주)케이디헬스케어
186,2025-08-10T20:06:47.852007,2025-08-10T20:06:47.852007,37.4785199554486,127.039388690657,서울특별시 서초구 바우뫼로 177", 성문빌딩 지하층 (양재동),테라피티
187,2025-08-10T20:06:47.855426,2025-08-10T20:06:47.855426,37.4859076526233,126.983849087155,서울특별시 서초구 서초대로 13", 방배 마에스트로 204호 (방배동),에이제이짐
188,2025-08-10T20:06:47.858246,2025-08-10T20:06:47.858246,37.495154533353,126.989654212132,서울특별시 서초구 방배로42길 19", 지층 (방배동),피디컬짐
189,2025-08-10T20:06:47.860388,2025-08-10T20:06:47.860388,37.5004732570117,127.010431678679,서울특별시 서초구 서초중앙로31길 14-11", 1층 (반포동),핏플즈
190,2025-08-10T20:06:47.862495,2025-08-10T20:06:47.862495,37.4930220372147,126.992079487564,서울특별시 서초구 동광로22길 7", 102동 b01호 (방배동),S&C physical center
191,2025-08-10T20:06:47.864885,2025-08-10T20:06:47.864885,37.4920396031671,127.013591703538,서울특별시 서초구 서초중앙로 115", 서용빌딩 지층 (서초동),위크로스핏
192,2025-08-10T20:06:47.868687,2025-08-10T20:06:47.868687,37.5081263886404,127.011497032246,서울특별시 서초구 신반포로 지하 241", 반포역 지하층 (잠원동),GOTO 서브 반포점
193,2025-08-10T20:06:47.873081,2025-08-10T20:06:47.873081,37.4860984780245,127.005346225598,서울특별시 서초구 명달로20길 21", 1층 (서초동", 서초 에스테온),피치짐
194,2025-08-10T20:06:47.876691,2025-08-10T20:06:47.876691,37.5028594641113,127.024543871587,서울특별시 서초구 강남대로 455", 205호 (서초동", 강남태영데시앙루브),피지오플러스피티
195,2025-08-10T20:06:47.879955,2025-08-10T20:06:47.879955,37.4792386785483,127.000069078638,서울특별시 서초구 방배로6길 13", 지하1층 (방배동),바디어필 PT 스튜디오
196,2025-08-10T20:06:47.883407,2025-08-10T20:06:47.883407,37.4945642061782,127.028023386014,서울특별시 서초구 강남대로53길 8", 스타크 강남빌딩 (서초동),더짐 주식회사
197,2025-08-10T20:06:47.888081,2025-08-10T20:06:47.888081,37.4904950346372,127.005381592272,서울특별시 서초구 서초대로38길 12", b115동 116호 (서초동", 마제스타시티", 힐스테이트 서리풀),HANT
198,2025-08-10T20:06:47.890862,2025-08-10T20:06:47.890862,37.5070244820045,127.006460397501,서울특별시 서초구 신반포로 205", 반포쇼핑타운 6동 5층 4",5호 (잠원동),더바디코치
199,2025-08-10T20:06:47.892509,2025-08-10T20:06:47.892509,37.4879147085619,127.015010002231,서울특별시 서초구 서초중앙로 70", 동명빌딩 3층 (서초동),라겟옴
200,2025-08-10T20:06:47.894157,2025-08-10T20:06:47.894157,37.499667225552,127.010333744461,서울특별시 서초구 서초중앙로31길 18", 그랑반포 4층 (반포동),김민철 트레이닝
201,2025-08-10T20:06:47.895816,2025-08-10T20:06:47.895816,37.4899167721412,126.992981470863,서울특별시 서초구 서초대로25길 51", 지하1층 (방배동),마커스 그래비티
202,2025-08-10T20:06:47.897936,2025-08-10T20:06:47.897936,37.4854211148285,127.03135523975,서울특별시 서초구 남부순환로347길 23", 유진빌딩 지하1층 (서초동),빌리프짐 양재역점
203,2025-08-10T20:06:47.901309,2025-08-10T20:06:47.901309,37.5015195846305,127.021753455557,서울특별시 서초구 서운로 207", 삼호종합상가 223호 (서초동),바른다짐 퍼스널 트레이닝
204,2025-08-10T20:06:47.904501,2025-08-10T20:06:47.904501,37.4903216989996,127.009408746972,서울특별시 서초구 서초대로42길 41", 지하1층 (서초동),짐파서블
205,2025-08-10T20:06:50.211242,2025-08-10T20:06:50.211242,37.4888420176392,127.017675087454,서울특별시 서초구 사임당로14길 7", 1층 (서초동),타임 투 짐(TIME TO GYM)
206,2025-08-10T20:06:50.213340,2025-08-10T20:06:50.213340,37.4825381525088,127.002237861854,서울특별시 서초구 효령로 165", 한진빌딩 2층 (서초동),바른밸런스 PT STUDIO
207,2025-08-10T20:06:50.214990,2025-08-10T20:06:50.214990,37.4983516923932,127.026394763383,서울특별시 서초구 서초대로77길 5", 진영빌딩 13층 (서초동),로그짐 강남역점
208,2025-08-10T20:06:50.216423,2025-08-10T20:06:50.216423,37.4944653361174,127.012395177824,서울특별시 서초구 법원로2길 17-5", 백영빌딩 지하1층 (서초동),슬릭 교대캠프
209,2025-08-10T20:06:50.218828,2025-08-10T20:06:50.218828,37.4942643848404,127.028259839376,서울특별시 서초구 강남대로53길 7", 강남애니타워 3층 301호 (서초동),바디스펙트럼2
210,2025-08-10T20:06:50.222697,2025-08-10T20:06:50.222697,37.4937404364019,126.992480394027,서울특별시 서초구 동광로 93", 테라스빌딩 4층 (방배동),서래마을 체육관
211,2025-08-10T20:06:50.224914,2025-08-10T20:06:50.224914,37.4670276160067,127.021814333475,서울특별시 서초구 성촌4길 11", 하이디하우스 지하1층", 지상4층 (우면동),네이처바이트 주식회사
212,2025-08-10T20:06:50.226502,2025-08-10T20:06:50.226502,37.5158432186369,127.018002243591,서울특별시 서초구 나루터로 75", 금산빌딩 지하1층 (잠원동),헬링짐
213,2025-08-10T20:06:50.228127,2025-08-10T20:06:50.228127,37.4875261941992,126.994201615542,서울특별시 서초구 서초대로 108", 3층 301호 (방배동),비바라짐 내방점
214,2025-08-10T20:06:50.230300,2025-08-10T20:06:50.230300,37.4925789859992,127.029267185467,서울특별시 서초구 사임당로 180", 보원빌딩 1층 (서초동),로그짐 서초우성점
215,2025-08-10T20:06:50.231904,2025-08-10T20:06:50.231904,37.5037734153892,127.009915631535,서울특별시 서초구 고무래로 6-3", 삼공빌딩 지층 201호 (반포동),PT MATE
216,2025-08-10T20:06:50.234380,2025-08-10T20:06:50.234380,37.4893888859233,127.01854622241,서울특별시 서초구 사임당로 80", URBANTREE(어반트리) 204호 (서초동),교대PT
217,2025-08-10T20:06:50.237131,2025-08-10T20:06:50.237131,37.5104291355274,127.018259841388,서울특별시 서초구 신반포로 315", 삼덕빌딩 지층 (잠원동),주식회사 글로리어스
218,2025-08-10T20:06:50.239850,2025-08-10T20:06:50.239850,37.478484171758,127.000609943539,서울특별시 서초구 방배로6길 10-15", 대영빌딩 (방배동),윤형준 트레이닝센터
219,2025-08-10T20:06:50.241459,2025-08-10T20:06:50.241459,37.4665205476411,127.023126796974,서울특별시 서초구 성촌길 56 (주)삼성전자 서울R&D캠퍼스 (우면동),전자서울 R&D 피트니스센터
220,2025-08-10T20:06:50.242537,2025-08-10T20:06:50.242537,37.4656623427545,127.022142311822,서울특별시 서초구 성촌1길 12", 우면삼성프라자-2 401호 (우면동),알앤디피티
221,2025-08-10T20:06:50.244150,2025-08-10T20:06:50.244150,37.4770127866652,126.982475800902,서울특별시 서초구 방배천로 5-1", 8층 (방배동),닥터 펠리체 짐
222,2025-08-10T20:06:50.245739,2025-08-10T20:06:50.245739,37.4826422973805,126.997210159254,서울특별시 서초구 방배로 92", 2층 (방배동),서리풀PT
223,2025-08-10T20:06:50.246813,2025-08-10T20:06:50.246813,37.4896623611196,127.009160353694,서울특별시 서초구 반포대로 106", 태홍빌딩 지층 (서초동),반포짐
224,2025-08-10T20:06:50.248075,2025-08-10T20:06:50.248075,37.5123955766487,127.018265749639,서울특별시 서초구 신반포로47길 47", 인정빌딩 (잠원동),항구짐
225,2025-08-10T20:06:50.251272,2025-08-10T20:06:50.251272,37.4903376051273,127.029767346477,서울특별시 서초구 효령로77길 14", 1층 (서초동", 풍림아이원플러스),파프짐
226,2025-08-10T20:06:50.254529,2025-08-10T20:06:50.254529,37.487661816559,127.01162720597,서울특별시 서초구 사임당로 13", 동화빌딩 5층 (서초동),짐엑스텐
227,2025-08-10T20:06:50.255608,2025-08-10T20:06:50.255608,37.482846352786,126.982355947718,서울특별시 서초구 동작대로 70", 6층 (방배동),에브리데이 PT
228,2025-08-10T20:06:50.257215,2025-08-10T20:06:50.257215,37.4797008226468,127.041481919794,서울특별시 서초구 양재천로29길 21", 가온 빌딩 2층 (양재동),파인어스PT
229,2025-08-10T20:06:50.258267,2025-08-10T20:06:50.258267,37.5035142112248,127.023275952591,서울특별시 서초구 사평대로56길 5", 아멜리아 지2층 (서초동),유얼짐
230,2025-08-10T20:06:50.259437,2025-08-10T20:06:50.259437,37.4923165838485,127.028649677024,서울특별시 서초구 사임당로 174", 강남미래타워 5층 503호 (서초동),(주)다이나믹케어
231,2025-08-10T20:06:50.261019,2025-08-10T20:06:50.261019,37.4840480885519,126.995502590698,서울특별시 서초구 방배로15길 3", 근복제2빌딩 2층 (방배동),아틀라스 트레이닝(Atlas)
232,2025-08-10T20:06:50.262062,2025-08-10T20:06:50.262062,37.5081033115199,127.019756177739,서울특별시 서초구 사평대로53길 93-19", 지층 (반포동),매일핏
233,2025-08-10T20:06:50.263657,2025-08-10T20:06:50.263657,37.4961190313207,127.01411488983,서울특별시 서초구 서초대로51길 24", 3층 (서초동),F45 교대
234,2025-08-10T20:06:52.572861,2025-08-10T20:06:52.572861,37.5024216076756,127.012154473385,서울특별시 서초구 고무래로 32", 반포트라이엄프메딕스빌딩 지층 (반포동),글로우짐
235,2025-08-10T20:06:52.576470,2025-08-10T20:06:52.576470,37.4918506404669,127.025236485997,서울특별시 서초구 사임당로 143", Cross 143 4층 407",408호 (서초동),내셔널짐 서초점
236,2025-08-10T20:06:52.578694,2025-08-10T20:06:52.578694,37.4939732472792,127.018889085316,서울특별시 서초구 서초중앙로22길 92-4", 동구빌딩 지층 (서초동),팀람다 트레이닝센터
237,2025-08-10T20:06:52.580858,2025-08-10T20:06:52.580858,37.4976936531468,126.998492674796,서울특별시 서초구 서래로6길 4", 가나빌딩 지하1층 (반포동),(주)엠알티핏
238,2025-08-10T20:06:52.583015,2025-08-10T20:06:52.583015,37.4974284760361,127.019150618212,서울특별시 서초구 서초대로65길 13-10", 2층 207호 (서초동", 서초래미안아파트),테디짐PT 서초래미안
239,2025-08-10T20:06:52.584649,2025-08-10T20:06:52.584649,37.4857345072402,127.013793744607,서울특별시 서초구 효령로53길 24", 디아레나 서초 지층 101호 (서초동),클래시 휘트니스
240,2025-08-10T20:06:52.589309,2025-08-10T20:06:52.589309,37.4907111255772,126.983341474208,서울특별시 서초구 동광로 4", 다온빌딩 3층 (방배동),무브케어랩 퍼스널트레이닝
241,2025-08-10T20:06:52.592367,2025-08-10T20:06:52.592367,37.4959808982018,127.014188255063,서울특별시 서초구 서초대로51길 22", 명산빌딩 2층 (서초동),더 퍼스트 피티 스튜디오
242,2025-08-10T20:06:52.595126,2025-08-10T20:06:52.595126,37.456115498066,127.01378344297,서울특별시 서초구 양재대로2길 109", 상가동 2층 201호 (우면동", 서초호반써밋),엑스(x)휘트니스
243,2025-08-10T20:06:52.597753,2025-08-10T20:06:52.597753,37.4951181640471,127.027943870008,서울특별시 서초구 서초대로78길 30", 3층 (서초동),아라핏 스튜디오
244,2025-08-10T20:06:52.599950,2025-08-10T20:06:52.599950,37.4915904303325,127.014522584596,서울특별시 서초구 서초중앙로 110", 지하1층 (서초동", 서초동롯데캐슬메디치),보리스짐 교대
245,2025-08-10T20:06:52.602115,2025-08-10T20:06:52.602115,37.4939069944418,127.028843765138,서울특별시 서초구 강남대로 349", 우남빌딩 11층 (서초동),펜타핏 주식회사
246,2025-08-10T20:06:52.605372,2025-08-10T20:06:52.605372,37.4972785185292,126.985733470434,서울특별시 서초구 방배중앙로 204", 리첸시아 지하1층 (방배동),크로스핏 강남 반포
247,2025-08-10T20:06:52.612587,2025-08-10T20:06:52.612587,37.5116583511688,127.00446943136,서울특별시 서초구 신반포로23길 41", 4층 404호 (잠원동", 신반포2지구아파트),바른자세 Pt짐
248,2025-08-10T20:06:52.615261,2025-08-10T20:06:52.615261,37.4882697133922,126.994354657474,서울특별시 서초구 서초대로25길 6", 지하1층 (방배동", 희연(HEE YEON)),윌 피티 짐
249,2025-08-10T20:06:52.617965,2025-08-10T20:06:52.617965,37.4945260438603,127.028232233033,서울특별시 서초구 서초대로78길 38", 호정빌딩 5층 (서초동),아고라피트니스 강남역점
250,2025-08-10T20:06:52.625086,2025-08-10T20:06:52.625086,37.4994167471052,126.999785131391,서울특별시 서초구 서래로10길 23", 3층 (반포동),Hoya Gym
251,2025-08-10T20:06:52.628475,2025-08-10T20:06:52.628475,37.5042821673129,127.02017860252,서울특별시 서초구 주흥3길 6", 연우빌딩 3층 (반포동),DOUM PT
252,2025-08-10T20:06:52.630685,2025-08-10T20:06:52.630685,37.4860261857246,127.020988802524,서울특별시 서초구 효령로 336", 윤일빌딩 지하1층 (서초동),활로 피트 매니지먼트
253,2025-08-10T20:06:52.633509,2025-08-10T20:06:52.633509,37.4916877176017,127.010466415239,서울특별시 서초구 서초대로46길 19-7", 지하1층 (서초동),The rebody PT
254,2025-08-10T20:06:52.636420,2025-08-10T20:06:52.636420,37.4705484746403,127.025100225017,서울특별시 서초구 바우뫼로7길 3", 중평빌딩 지하1층 (우면동),주식회사중평알앤에스
255,2025-08-10T20:06:52.639646,2025-08-10T20:06:52.639646,37.4698667908388,127.025424094825,서울특별시 서초구 바우뫼로6길 8-4", 2층 (우면동),BEEFIT STUDIO
256,2025-08-10T20:06:52.642356,2025-08-10T20:06:52.642356,37.483384328791,127.020008132847,서울특별시 서초구 남부순환로333길 13", 효봉빌딩 2층 (서초동),마이밸런스 프라이빗 PT짐 서초점
257,2025-08-10T20:06:52.645577,2025-08-10T20:06:52.645577,37.4817448804863,126.996738384466,서울특별시 서초구 효령로31길 10", 나이스빌 (방배동),크레이지독스짐
258,2025-08-10T20:06:52.647178,2025-08-10T20:06:52.647178,37.4933774233316,126.992522835284,서울특별시 서초구 동광로 92", 지하1층 (방배동),랜드마크짐
259,2025-08-10T20:06:52.648784,2025-08-10T20:06:52.648784,37.5127457686873,127.019567604716,서울특별시 서초구 강남대로95길 9-25", 지하1", 1층 (잠원동),YJ FITNESS
260,2025-08-10T20:06:52.649841,2025-08-10T20:06:52.649841,37.4871648423953,127.032334252471,서울특별시 서초구 강남대로 267", B1층 (서초동),텐핏 양재
261,2025-08-10T20:06:52.652605,2025-08-10T20:06:52.652605,37.493414584039,127.028138184682,서울특별시 서초구 서초대로74길 49", B1층 (서초동),하이라이트 피트니스
262,2025-08-10T20:06:52.655313,2025-08-10T20:06:52.655313,37.4846872089607,127.016991752076,서울특별시 서초구 서초중앙로 26", 201호 (서초동", 래미안 서초유니빌),바른결 PT
263,2025-08-10T20:06:54.854100,2025-08-10T20:06:54.854100,37.5000580848817,127.011287031477,서울특별시 서초구 서초중앙로31길 6-3", 지하2층 (반포동),어메이징휘트니스 반포점
264,2025-08-10T20:06:54.857461,2025-08-10T20:06:54.857461,37.4932094113094,126.989338084331,서울특별시 서초구 동광로19길 16", 3층 (방배동),일생의 피티
265,2025-08-10T20:06:54.859719,2025-08-10T20:06:54.859719,37.4944733162391,126.990052578394,서울특별시 서초구 방배로42길 36-4", 세진빌딩 4층 401호 (방배동),운동록
266,2025-08-10T20:06:54.861933,2025-08-10T20:06:54.861933,37.5064357442307,127.006834366246,서울특별시 서초구 신반포로 194", 강남고속버스터미널 본관 1",2층 (반포동),헬스보이짐 강남고속버스터미널점
267,2025-08-10T20:06:54.864245,2025-08-10T20:06:54.864245,37.4964004899032,126.984329471048,서울특별시 서초구 방배중앙로29길 21", 가우디빌딩 4층 (방배동),짐 레빗(Gym Revit)
268,2025-08-10T20:06:54.866096,2025-08-10T20:06:54.866096,37.4944542826474,127.024802451537,서울특별시 서초구 서운로 123", 서초스포츠센터 (서초동),서초스포츠센터
269,2025-08-10T20:06:54.868852,2025-08-10T20:06:54.868852,37.48405712952,127.00359571179,서울특별시 서초구 명달로13길 4", SK빌딩 301호 (서초동),롤랜드 헬스클럽PT
270,2025-08-10T20:06:54.872664,2025-08-10T20:06:54.872664,37.4909812977515,127.019834325854,서울특별시 서초구 사임당로19길 10", 지하1층 (서초동", 서초현대아파트),제니바디 교대점
271,2025-08-10T20:06:54.875985,2025-08-10T20:06:54.875985,37.4571008761802,127.058842051487,서울특별시 서초구 헌릉로 170", 서초 케이타운 오피스텔 지하1층 (신원동),에비뉴
272,2025-08-10T20:06:54.878126,2025-08-10T20:06:54.878126,37.4886274075649,126.99261297523,서울특별시 서초구 방배로 169", 한국수입협회(KOIMA)빌딩 지하1층 (방배동),골핏
273,2025-08-10T20:06:54.880542,2025-08-10T20:06:54.880542,37.4952363509414,127.015274497181,서울특별시 서초구 서초대로53길 10", 서일빌딩 지하1층 (서초동),블랙포스짐 교대점
274,2025-08-10T20:06:54.883569,2025-08-10T20:06:54.883569,37.464057071815,127.024997566281,서울특별시 서초구 태봉로 62", 네이처프라자 501호 (우면동),N피티앤필라테스
275,2025-08-10T20:06:54.886886,2025-08-10T20:06:54.886886,37.4966151864954,127.014357210245,서울특별시 서초구 서초대로53길 28", 백석빌딩 지하2층 (서초동),에이쓰리짐(a3gym)
276,2025-08-10T20:06:54.890196,2025-08-10T20:06:54.890196,37.4920676848724,127.025692827371,서울특별시 서초구 사임당로 151", 대한무지개종합상가 3층 301호 (서초동),테디짐PT 강남점
277,2025-08-10T20:06:54.893742,2025-08-10T20:06:54.893742,37.4869095170024,127.01450471794,서울특별시 서초구 반포대로14길 71", LG서초에클라트 지하1층 (서초동),웨이브휘트니스
278,2025-08-10T20:06:54.896619,2025-08-10T20:06:54.896619,37.4951050126287,126.985672027908,서울특별시 서초구 방배중앙로 181", B1층 (방배동),아워피트니스 프리미엄
279,2025-08-10T20:06:54.899300,2025-08-10T20:06:54.899300,37.5132017944915,127.008853083538,서울특별시 서초구 신반포로33길 62", 202호 (잠원동),우노짐 잠원
280,2025-08-10T20:06:54.901415,2025-08-10T20:06:54.901415,37.5061429460128,127.022068080934,서울특별시 서초구 강남대로83길 24", 2층 (반포동),머슬메모리
281,2025-08-10T20:06:54.905226,2025-08-10T20:06:54.905226,37.4857601563836,127.020252541367,서울특별시 서초구 효령로 330", 해평빌딩 2층 (서초동),하이브짐(Hive Gym)
282,2025-08-10T20:06:54.908508,2025-08-10T20:06:54.908508,37.4708545781298,127.025380680694,서울특별시 서초구 바우뫼로7길 8", 우면종합상가 3층 305호 (우면동),우리동네운동박사 서초점
283,2025-08-10T20:06:54.911833,2025-08-10T20:06:54.911833,37.462467348157,127.036947909974,서울특별시 서초구 매헌로 16", 하이브랜드 3층 301호 (양재동),내추럴홍피트니스
284,2025-08-10T20:06:54.915092,2025-08-10T20:06:54.915092,37.5116583511688,127.00446943136,서울특별시 서초구 신반포로23길 41", 410호 (잠원동", 신반포2지구아파트),자스민 운동센터
285,2025-08-10T20:06:54.918320,2025-08-10T20:06:54.918320,37.497885481509,126.99885692234,서울특별시 서초구 서래로6길 7", 지하1층 (반포동),움직임 PT Studio
286,2025-08-10T20:06:54.922380,2025-08-10T20:06:54.922380,37.4656623427545,127.022142311822,서울특별시 서초구 성촌1길 12", 우면삼성프라자-2 401호 (우면동),알앤디 피티 앤 필라테스
287,2025-08-10T20:06:54.925697,2025-08-10T20:06:54.925697,37.4873260636947,127.018319684484,서울특별시 서초구 서초중앙로8길 51", 지하1층 (서초동),스포애니 남부터미널역점(주)케이디헬스케어
288,2025-08-10T20:06:54.929094,2025-08-10T20:06:54.929094,37.4846187815841,127.031299728023,서울특별시 서초구 남부순환로 2567", 지하2층 (서초동),휘트니스엠
289,2025-08-10T20:06:54.932336,2025-08-10T20:06:54.932336,37.4962577972563,126.997750985843,서울특별시 서초구 서래로1길 8", 97-10 트윈빌 지하2층 (반포동),아워피트니스
290,2025-08-10T20:06:54.934879,2025-08-10T20:06:54.934879,37.5081263886404,127.011497032246,서울특별시 서초구 신반포로 지하 241", 반포역 (잠원동),FIT.Covery핏커버리
291,2025-08-10T20:06:54.937587,2025-08-10T20:06:54.937587,37.4817939344105,126.995235107637,서울특별시 서초구 효령로27길 20", 2층 (방배동),모브핏(Mauve Fit)
292,2025-08-10T20:06:54.940862,2025-08-10T20:06:54.940862,37.4942340641261,127.000848333113,서울특별시 서초구 동광로46길 3", 1층 (반포동),바른길 PT STUDIO
293,2025-08-10T20:06:56.358922,2025-08-10T20:06:56.358922,37.4992678021747,126.998558347583,서울특별시 서초구 서래로 48", 3층 (반포동),서래 퍼스널 트레이닝
294,2025-08-10T20:06:56.363608,2025-08-10T20:06:56.363608,37.5082880328998,127.022205905271,서울특별시 서초구 강남대로 519", 도충빌딩 (반포동),아우라짐 논현역점
295,2025-08-10T20:06:56.365942,2025-08-10T20:06:56.365942,37.5083799241099,127.020263853583,서울특별시 서초구 사평대로53길 94 (반포동),AL피트니스
296,2025-08-10T20:06:56.368285,2025-08-10T20:06:56.368285,37.4864215552405,126.994140643577,서울특별시 서초구 방배로 141", 텔콤빌딩 내방 (방배동),아워피트니스 내방점
297,2025-08-10T20:06:56.371570,2025-08-10T20:06:56.371570,37.4855360426104,127.030825791222,서울특별시 서초구 서운로6길 26", 지훈빌딩 지하1층 (서초동),인사이트 그룹PT 양재역점
298,2025-08-10T20:06:56.375291,2025-08-10T20:06:56.375291,37.4860911031957,126.982616599369,서울특별시 서초구 동작대로 108", 지하1층 (방배동", 디오슈페리움2),스페이스짐
299,2025-08-10T20:06:56.377828,2025-08-10T20:06:56.377828,37.5155601884765,127.019301053284,서울특별시 서초구 강남대로 603", 인성빌딩 지하1층 (잠원동),신사 라이크짐 PT", 필라테스
300,2025-08-10T20:06:56.378920,2025-08-10T20:06:56.378920,37.4888921161717,127.030483202582,서울특별시 서초구 효령로 426", 지하1층 (서초동),애니타임 피트니스
301,2025-08-10T20:06:56.380545,2025-08-10T20:06:56.380545,37.4826683155589,127.036507410115,서울특별시 서초구 강남대로 206", 지하1층 (양재동),화이트짐 양재점
302,2025-08-10T20:06:56.381595,2025-08-10T20:06:56.381595,37.4864166583391,127.00452491402,서울특별시 서초구 명달로 104", 모짜르트홀 101호 (서초동),애플피트니스
